DUGA RESA,0.7932036636633117,0.2704533120069546,4
VESBORG,0.9733683261481081,0.18414749026306418,6
KORSHOLM,1.1015209241649213,0.3783485967378819,5
MEHSANA,0.4118977034706618,1.2636183784438946,2
NAGOD,0.4288273972150068,1.4067353771074296,4
DOGE'S PALACE,0.7929711470218517,0.21537362969610024,9
GALATA TOWER,0.7160327672335478,0.5056944124294512,11
ZÜRICH,0.8267042890279808,0.1492256510455152,21
WEGGIS,0.8208865248546663,0.14718943358485512,7
LUCERNE,0.821177413063332,0.14486232791552936,12
PAYERNE,0.817104978142012,0.12100949480494019,4
BIEL/BIENNE,0.8226318541066605,0.1265363707695889,10
ZUG,0.8232136305239921,0.14864387462818374,13
SANTA MARIA DELLA PIEVE,0.7586073593793353,0.20740814091547055,6
"FRANCISCAN FRIARY, BOLZANO",0.8115907558144402,0.19816773759762715,6
"MARKTKIRCHE, HANOVER",0.914058018090297,0.16990780268164796,6
ICOD DE LOS VINOS,0.4948008429403924,-0.291469985083053,3
EL JADIDA,0.5800310880794489,-0.14835298641951802,11
"EL SEIBO, DOMINICAN REPUBLIC",0.32759830059933565,-1.204975315576885,4
"MONTE CRISTI, DOMINICAN REPUBLIC",0.34644785652087445,-1.2505284090539373,4
MUMBAI,0.33117622556592397,1.2710505721753038,11
SANTIAGO DE CUBA,0.3494120073671781,-1.3232024646659375,8
HAVANA,0.40375283362802156,-1.437860415434662,12
BAYAMO,0.35572719037731093,-1.3376688200965652,8
BARACOA,0.35515026209679057,-1.300454521934597,8
"SANTA MARIA DELLA CATENA, PALERMO",0.6653056936703268,0.23334329726779335,6
SAN PABLO HUITZO,0.30152986896607586,-1.690918612563406,5
"CHOLUTECA, CHOLUTECA",0.2321772718833568,-1.5216362195303899,4
NICOYA,0.17715091907742447,-1.4913838458291546,4
"TRUJILLO, HONDURAS",0.2777982392757641,-1.5009831567151233,4
BANJARMASIN,-0.05817764173314432,1.9998564345768357,8
AGNAM-GOLY,0.2793932762866144,-0.2389889041029458,2
PURÉPERO DE ECHAÍZ,0.34732052114687156,-1.7805267252428816,3
VALLE DE BRAVO,0.3349723166890117,-1.7476078762955443,7
GAZI HUSREV-BEG LIBRARY,0.7654946225331775,0.3216350923216884,7
BAKHCHISARAY PALACE,0.7810116661735055,0.5913517784215652,10
PIURA,-0.09075712110370514,-1.4073171535247613,4
OAXACA CITY,0.29788891822094327,-1.6880824525289155,10
CUSCO,-0.23605578133223307,-1.2561522477548077,12
PORTO SEGURO,-0.2868157737444015,-0.6821328493211172,6
BANDRA,0.3325627849368784,1.2713075311833109,3
GUALACEO CANTON,-0.05061454830783556,-1.375028562362866,3
URUAPAN,0.3389574851477321,-1.7813315159535235,4
